Date,High,Low,Open,Close,Volume,Adj Close
2016-12-22,40.5,39.099998474121094,39.900001525878906,39.349998474121094,545607.0,38.4492073059082
2016-12-23,40.0,38.79999923706055,39.349998474121094,39.599998474121094,516982.0,38.693485260009766
2016-12-26,39.70000076293945,39.0,39.650001525878906,39.650001525878906,240474.0,38.74234390258789
2016-12-27,40.099998474121094,38.70000076293945,39.79999923706055,40.0,760797.0,39.084327697753906
2016-12-28,41.54999923706055,40.29999923706055,40.5,41.349998474121094,534962.0,40.40342712402344
2016-12-29,42.95000076293945,41.400001525878906,41.79999923706055,42.70000076293945,931475.0,41.7225227355957
2016-12-30,42.70000076293945,42.70000076293945,42.70000076293945,42.70000076293945,0.0,41.7225227355957
2017-01-02,44.70000076293945,42.79999923706055,42.79999923706055,44.599998474121094,567643.0,43.57902526855469
2017-01-03,45.150001525878906,44.20000076293945,44.70000076293945,44.849998474121094,916666.0,43.823299407958984
2017-01-04,46.0,44.5,45.0,45.04999923706055,1175316.0,44.01872634887695
2017-01-05,45.79999923706055,44.5,45.79999923706055,45.5,968948.0,44.45841979980469
2017-01-06,47.0,45.599998474121094,45.900001525878906,46.75,832567.0,45.679805755615234
2017-01-09,47.349998474121094,46.599998474121094,46.95000076293945,47.29999923706055,676031.0,46.217220306396484
2017-01-10,48.900001525878906,46.900001525878906,47.349998474121094,48.79999923706055,1689062.0,47.68288040161133
2017-01-11,49.20000076293945,47.099998474121094,48.849998474121094,48.25,1717602.0,47.14547348022461
2017-01-12,49.150001525878906,48.0,48.20000076293945,49.150001525878906,1006444.0,48.024871826171875
2017-01-13,50.04999923706055,48.29999923706055,49.150001525878906,49.599998474121094,637242.0,48.46456527709961
2017-01-16,50.20000076293945,49.25,49.70000076293945,50.04999923706055,273504.0,48.904266357421875
2017-01-17,50.25,49.400001525878906,49.95000076293945,50.099998474121094,694060.0,48.953121185302734
2017-01-18,50.849998474121094,49.95000076293945,50.20000076293945,50.599998474121094,1060017.0,49.441673278808594
2017-01-19,50.79999923706055,49.599998474121094,50.599998474121094,50.29999923706055,854481.0,49.14854431152344
2017-01-20,51.70000076293945,50.0,50.0,51.599998474121094,1002467.0,50.41878128051758
2017-01-23,52.849998474121094,51.0,51.599998474121094,52.79999923706055,691187.0,51.59131622314453
2017-01-24,54.20000076293945,52.5,52.95000076293945,52.75,1278757.0,51.54246139526367
2017-01-25,52.75,50.900001525878906,52.0,51.79999923706055,865158.0,50.61420822143555
2017-01-26,52.20000076293945,50.20000076293945,51.79999923706055,50.29999923706055,816223.0,49.14854431152344
2017-01-27,50.79999923706055,49.0,50.20000076293945,49.599998474121094,652132.0,48.46456527709961
2017-01-30,49.599998474121094,48.25,49.0,49.20000076293945,642186.0,48.07373046875
2017-01-31,49.849998474121094,49.0,49.25,49.45000076293945,434058.0,48.31800079345703
2017-02-01,50.25,49.45000076293945,49.5,49.75,384969.0,48.61113357543945
2017-02-02,50.150001525878906,49.45000076293945,50.0,50.0,305862.0,48.85541534423828
2017-02-03,50.95000076293945,50.0,50.0,50.54999923706055,461770.0,49.392822265625
2017-02-06,51.099998474121094,50.0,50.5,51.0,312523.0,49.83251953125
2017-02-07,52.349998474121094,51.099998474121094,51.20000076293945,51.70000076293945,948933.0,50.51649856567383
2017-02-08,53.599998474121094,51.79999923706055,52.0,53.45000076293945,1264995.0,52.226436614990234
2017-02-09,55.0,53.400001525878906,53.45000076293945,54.900001525878906,1164039.0,53.64324188232422
2017-02-10,55.349998474121094,54.5,55.0,54.95000076293945,647472.0,53.69209671020508
2017-02-13,55.5,53.599998474121094,54.95000076293945,53.849998474121094,1118545.0,52.617279052734375
2017-02-14,54.099998474121094,53.0,53.75,53.5,571947.0,52.27528762817383
2017-02-15,54.79999923706055,53.29999923706055,53.5,54.400001525878906,488401.0,53.154685974121094
2017-02-16,55.0,52.54999923706055,54.900001525878906,53.099998474121094,480013.0,51.88444900512695
2017-02-17,54.20000076293945,52.599998474121094,53.099998474121094,54.20000076293945,755617.0,52.95927047729492
2017-02-20,54.5,53.5,53.79999923706055,54.400001525878906,245928.0,53.154685974121094
2017-02-21,55.0,53.75,54.20000076293945,54.20000076293945,449913.0,52.95927047729492
2017-02-22,54.400001525878906,53.29999923706055,54.20000076293945,54.150001525878906,258237.0,52.9104118347168
2017-02-23,55.0,52.0,54.5,52.099998474121094,303239.0,50.9073371887207
