Date,High,Low,Open,Close,Volume,Adj Close
2020-01-14,283.8800048828125,281.20001220703125,282.0199890136719,281.5199890136719,446900,281.5199890136719
2020-01-15,285.8699951171875,281.9599914550781,281.9599914550781,284.6400146484375,425500,284.6400146484375
2020-01-16,287.45001220703125,284.3800048828125,284.57000732421875,286.510009765625,354100,286.510009765625
2020-01-17,287.739990234375,282.44000244140625,287.69000244140625,284.2300109863281,488800,284.2300109863281
2020-01-21,285.2200012207031,281.7699890136719,284.17999267578125,282.0400085449219,469800,282.0400085449219
2020-01-22,284.5,282.1700134277344,283.5400085449219,282.3399963378906,325700,282.3399963378906
2020-01-23,286.1700134277344,281.20001220703125,282.2900085449219,286.0199890136719,322800,286.0199890136719
2020-01-24,287.67999267578125,281.25,287.2200012207031,283.44000244140625,244200,283.44000244140625
2020-01-27,281.04998779296875,276.0299987792969,278.0299987792969,278.6199951171875,516800,278.6199951171875
2020-01-28,280.6600036621094,277.8299865722656,278.2200012207031,277.9599914550781,335400,277.9599914550781
2020-01-29,282.25,274.79998779296875,278.8500061035156,280.25,480200,280.25
2020-01-30,283.5,275.20001220703125,275.4800109863281,283.20001220703125,334600,283.20001220703125
2020-01-31,284.6199951171875,278.3800048828125,282.1400146484375,278.9700012207031,696900,278.9700012207031
2020-02-03,284.79998779296875,279.30999755859375,280.4100036621094,282.010009765625,480000,282.010009765625
2020-02-04,286.8900146484375,283.0400085449219,285.3500061035156,285.9599914550781,529900,285.9599914550781
2020-02-05,291.8800048828125,288.4200134277344,289.82000732421875,291.3399963378906,576100,291.3399963378906
2020-02-06,294.739990234375,291.3399963378906,292.4700012207031,293.6499938964844,438700,293.6499938964844
2020-02-07,294.25,290.67999267578125,291.6300048828125,291.5799865722656,366100,291.5799865722656
2020-02-10,292.8399963378906,289.2099914550781,291.6000061035156,292.6199951171875,385000,292.6199951171875
2020-02-11,294.75,292.2699890136719,294.0400085449219,293.489990234375,263100,293.489990234375
2020-02-12,297.8999938964844,293.25,294.5199890136719,297.1199951171875,417100,297.1199951171875
2020-02-13,300.1199951171875,295.4100036621094,295.4100036621094,298.1000061035156,442100,298.1000061035156
2020-02-14,301.239990234375,297.3699951171875,298.7099914550781,300.8800048828125,263800,300.8800048828125
2020-02-18,302.6700134277344,298.8299865722656,300.92999267578125,302.510009765625,386600,302.510009765625
2020-02-19,304.80999755859375,302.7300109863281,303.79998779296875,304.260009765625,296000,304.260009765625
2020-02-20,304.57000732421875,296.7099914550781,302.510009765625,297.70001220703125,585100,297.70001220703125
2020-02-21,296.7300109863281,292.239990234375,294.8900146484375,293.3599853515625,500300,293.3599853515625
2020-02-24,290.32000732421875,284.4599914550781,285.6199951171875,288.1600036621094,592300,288.1600036621094
2020-02-25,289.69000244140625,279.29998779296875,288.1099853515625,279.8800048828125,875400,279.8800048828125
2020-02-26,287.07000732421875,281.6000061035156,281.8500061035156,283.9100036621094,707400,283.9100036621094
2020-02-27,280.45001220703125,269.30999755859375,277.79998779296875,269.54998779296875,932800,269.54998779296875
2020-02-28,267.5199890136719,255.0,255.52000427246094,266.739990234375,1392300,266.739990234375
2020-03-02,279.760009765625,264.4700012207031,266.05999755859375,279.6000061035156,1058100,279.6000061035156
2020-03-03,286.6300048828125,270.8599853515625,277.3900146484375,272.3699951171875,895700,272.3699951171875
2020-03-04,286.1400146484375,275.5,280.5400085449219,286.1099853515625,681800,286.1099853515625
2020-03-05,283.25,272.1199951171875,278.2200012207031,275.0400085449219,651900,275.0400085449219
2020-03-06,273.760009765625,263.6000061035156,264.8699951171875,272.32000732421875,835500,272.32000732421875
2020-03-09,259.760009765625,248.6199951171875,258.9700012207031,250.83999633789062,1113400,250.83999633789062
2020-03-10,268.8999938964844,253.24000549316406,257.260009765625,268.4200134277344,911600,268.4200134277344
2020-03-11,262.3299865722656,245.6699981689453,259.9800109863281,250.41000366210938,644500,250.41000366210938
2020-03-12,236.02000427246094,214.24000549316406,231.97999572753906,225.69000244140625,1942700,225.69000244140625
2020-03-13,244.07000732421875,223.61000061035156,233.25,243.5800018310547,1220100,243.5800018310547
2020-03-16,207.67999267578125,197.57000732421875,197.57000732421875,202.50999450683594,1741000,202.50999450683594
2020-03-17,210.64999389648438,195.85000610351562,206.55999755859375,209.1199951171875,1878200,209.1199951171875
2020-03-18,182.38999938964844,163.19000244140625,173.57000732421875,177.97999572753906,1914300,177.97999572753906
2020-03-19,185.3699951171875,160.38999938964844,176.22999572753906,183.0,1430900,183.0
2020-03-20,189.4199981689453,167.35000610351562,180.1699981689453,175.08999633789062,2573700,175.08999633789062
2020-03-23,177.22000122070312,154.3300018310547,177.22000122070312,157.05999755859375,1642900,157.05999755859375
2020-03-24,178.75999450683594,165.30999755859375,165.82000732421875,173.8000030517578,1375700,173.8000030517578
2020-03-25,200.55999755859375,168.86000061035156,174.22000122070312,192.3300018310547,1677200,192.3300018310547
2020-03-26,197.97999572753906,182.5399932861328,194.36000061035156,192.5800018310547,1731000,192.5800018310547
2020-03-27,187.75,180.0,187.44000244140625,181.57000732421875,1005600,181.57000732421875
2020-03-30,183.60000610351562,175.35000610351562,181.89999389648438,180.4499969482422,1073800,180.4499969482422
